章节,分组,题型,题号,题目,选项A,选项B,选项C,选项D,选项E,选项F,答案
第七章,章节测验,单选题,,** 在南方，征服南朝陈后，隋朝将( )纳入版图，结束了南北对峙局面。,中原地区,江南地区,川加地区,华南地区,,,B
第七章,章节测验,单选题,,** 唐朝时期的西南地区，( )逐渐兴起，它是乌蛮联合西南各蛮建立的地方政权，统治中心在今云南大理地区。,回纥,突厥,南诏,靺鞨,,,C
第七章,章节测验,单选题,,** 唐朝时期，( )在西域已成为一种盛行的语言文字。,汉文,女真文,藏文,契丹文,,,A
第七章,章节测验,单选题,,( )制度是一个以唐朝为中心，以中央集权制为支撑，覆盖周边族群、藩属与邻国的天下体系，实现了农耕文化与游牧文化的政治整合与社会交融，融华夷为一家，进而将整个东亚世界塑造为中华文化圈。,科举,天可汗,行省,朝贡,,,B
第七章,章节测验,单选题,,** 唐朝出现了世界上第一部茶叶专著《茶经》，作者( )被后人称为“茶神”。,陆羽,孙思邈,柳宗元,王勃,,,A
第七章,章节测验,单选题,,唐朝时期，下列哪位皇帝被各个部落首领誉为“天可汗”( ),.唐玄宗,.唐太宗,.唐肃宗,.唐高宗,,,B
第七章,章节测验,多选题,,** 唐代前期，“严夷夏之防”的族群观逐渐被( )的族群观取代。,华夷之辩,安辑夷夏,九服同轨,六合一家,,,BCD
第七章,章节测验,多选题,,** 唐代海上丝路以东海和南海航线为主。南海航线主要是从广州出发，途径地区包括:( ),朝鲜半岛,马六甲海峡,印度洋,阿拉伯半岛,,,BCD
第七章,章节测验,多选题,,** 唐代西域地区已经有儒家经典流通，而且十分流行。新疆地区出土的大量( )等写本残卷，即为明证。,《诗经》,《尚书》,《论语》,《孝经》,,,ABCD
第七章,章节测验,多选题,,** 隋唐五代时期，丝路贸易形式多样。丝路贸易从来不是由一个国家或某一族群单独完成的，中华民族的成员如( )等都曾参与了丝路贸易，发挥过积极的作用。,突厥,回纥,吐蕃,蒙古,,,ABC
第七章,章节测验,多选题,,** ( )是设立于唐朝的军政机构，负责管理和统治西域地区。,安西大都护府,北庭都护府,伊犁将军,哈密卫,,,AB
第七章,章节测验,多选题,,** 五代十国时期，中华大地上还存在过边疆族群建立的()等。,吐蕃,回纥,南诏,渤海,,,ABCD
第七章,章节测验,多选题,,** 天佑四年，朱温废唐哀帝自立，中国历史进入“五代十国”时期，中原相继出现( )等王朝。,后梁,后唐,后晋,后汉,,,ABCD
第七章,章节测验,多选题,,** 三省六部制是中国古代封建社会一套组织严密的中央官制。三省包括:( ),中书省,门下省,尚书省,礼乐省,,,ABC
第七章,章节测验,多选题,,** 下列盛世与唐朝有关的是:( ),.文景之治,.光武中兴,.贞观之治,.开元盛世,,,CD
第七章,章节测验,判断题,,隋唐总体上继承了北朝的“制度”与南朝的“礼乐”。盛唐的根基更是建立在北朝开创的均田制、府兵制之上，在后期又经历了“南朝化”的过程。,,,,,,,对
第七章,章节测验,判断题,,** 隋唐时期，绢马和茶马贸易使农牧经济实现一定程度的统合，大运河贯通了南北经济，推动了中国经济重心逐渐南移。,,,,,,,对
第七章,章节测验,判断题,,** 唐朝成功塑造了皇帝“天下共主”的权威，建立了农牧结合与族群交融的大一统王朝。,,,,,,,对
第七章,章节测验,判断题,,** 羁縻府州制兼顾各个族群发展程度的不同和治理方式的差异，加强了中央对地方的行政管辖，促使边疆地区进入唐朝政令、法律所及范围，对内地边疆一体化治理和族群交往交流交融起到推动作用。,,,,,,,对
第七章,章节测验,判断题,,** 隋唐时期，各政权竞逐“中国”正统，越争斗，政治理念和政治制度越趋同。,,,,,,,"错
章节测验
已完成"
第七章,测试题,单选题,,* 唐朝疆域鼎盛时，一度东至安东，西至安西，南至安南，北至( )。,北庭、安北,单于、安北,大漠、安北,阴山、安北,,,B
第七章,测试题,单选题,,** 唐朝设立的都护府不包括以下哪一个( )?,安西都护府,安蜀都护府,安北都护府,安东都护府,,,B
第七章,测试题,单选题,,** 下列哪个民族没有被纳入唐朝的统一政治体内( )?,突厥,回纥,女真,黠戛斯,,,C
第七章,测试题,单选题,,** 下列哪一项不是唐朝建立的庞大贸易网络中的道路系统( )?,茶马古道,唐蕃古道,京杭大运河,营州—渤海道,,,C
第七章,测试题,单选题,,** 绢马及茶马贸易使农牧经济实现一定程度的统合，( )，推动中国经济重心逐渐南移。,大运河贯通了南北经济,南方资源丰富,中央政府迁都南方,北方战乱频繁,,,A
第七章,测试题,单选题,,** 为加强中原与河西走廊及西域各族群的联系，隋炀帝亲巡河西，有( )国家遣使同来谒见。,26,27,28,29,,,B
第七章,测试题,单选题,,** 裴矩负责西域事务，他倾心结交胡商，掌握了很多西域自然、人文的知识，最终写成( )。,《西域图记》,《隋书》,《隋史》,《大唐西域记》,,,A
第七章,测试题,单选题,,"** 贞观二十一年(647),在完成对漠北的统一后，唐朝( )，将铁勒各部纳入统一政治体。",安西都护府,安东都护府,设置燕然都护府,单于都护府,,,C
第七章,测试题,单选题,,** 隋朝在岭南地区推行了( )来加强统治。,分封制,宗法制,行省制,郡县制,,,D
第七章,测试题,单选题,,** 渤海国王接受唐朝中央政府的册封，渤海积极学习吸收唐朝文化，“其王数遣诸生诣京师太学，习识古今制度，至是遂为海东盛国”。其王数遣诸生诣京师太学是为了( )。,习识古今制度,学习书法绘画艺术,传播佛教文,以上都对,,,A
第七章,测试题,单选题,,** 五代时期，渤海被( )政权所灭?,吐蕃,回鹘,契丹,南诏,,,C
第七章,测试题,单选题,,** 羁縻府州制兼顾各个族群发展程度的不同和治理方式的差异，加强了( )。,中央对地方的行政管辖,经济贸易往来,文化交流融合,边疆稳定安全,,,A
第七章,测试题,单选题,,* 唐代前期，“严夷夏之防”的族群观逐渐被( )族群观取代。,“华夷有别，各安其位”,“安辑夷夏，九服同轨，六合一家”,“以夷制夷，分而治之”,“胡汉分治，各守其土”,,,B
第七章,测试题,单选题,,** 南北朝时期，边疆族群各政权自觉认同中原的核心地位和“中国”正统，自 觉融入中华民族，这为( )大一统体制的发展提供了坚实基础。,宋朝,元朝,唐代,隋朝,,,C
第七章,测试题,单选题,,* 隋唐实行开放的族群政策，大量吸收北朝的政治法律制度。北齐在北魏《正始律》和东魏《麟趾格》的基础上制定了( )。,《齐律》十二篇,《麟趾格》,《大统式,《武德律》十二篇,,,A
第七章,测试题,单选题,,** 唐朝的行政和军事体系在人才选拔和使用上打破了( )。,地域限制,年龄限制,华夷之隔,性别限制,,,C
第七章,测试题,单选题,,** 均田制和租庸调制的推行对北方内迁各族的影响主要体现在( )。,极大地推动了北方内迁各族从游牧向农耕转化,使北方内迁各族继续维持游牧生活方式,导致北方内迁各族大量迁徙到南方,使北方内迁各族完全放弃农业生产，转向商业活动,,,A
第七章,测试题,单选题,,** 744年，回纥部首领骨力裴罗自立为可汗，后又受唐朝册封为( )，建立 漠北回纥汗国,怀仁可汗,突厥汗国,薛延陀汗国,黠戛斯汗国,,,A
第七章,测试题,单选题,,* 隋唐五代时期，各族群通过丝路贸易拉近彼此距离，各区域间经济交流日益 密切，呈现出的( )特征。,“华夷交往”,“华夷共荣”,“华夷之辩”,“华夷交融”,,,B
第七章,测试题,单选题,,** 隋唐时期，族群间的交往交流交融深度和广度均超过了以往任何一个时期，凸显出( )的文化特征。,完全融合,完全胡化,完全汉化,胡汉互鉴、胡风浸染,,,D
第七章,测试题,单选题,,** 唐开元时期，前来朝贡的蕃国多达( )余个。,60,70,80,90,,,B
第七章,测试题,单选题,,"** 盛唐的魅力在于( )，文化的互鉴融通经历长时段的积淀，
形成典范，是国家强大文化自信的来源",兼收并蓄和团结统一,强制同化和军事力量,开放包容和团结统一,兼收并蓄和多元融合,,,A
第七章,测试题,单选题,,** 640年，唐朝在高昌的交河城设置了，开启了中央政权对西域治理更加完备的时代( )。,戊己校尉,西域都护府,北庭都护府,安西都护府,,,D
第七章,测试题,单选题,,** 契丹作为东北辽河流域的势力较强的部落，与唐朝之间既有( )，也有战争和掳掠。,朝贡和贸易,和亲和贸易,朝贡和会盟,和亲和会盟,,,A
第七章,测试题,单选题,,"* 契丹在政治制度上学习中原汉制，为安抚北迁汉人，专门设立( ), 同时在韩延徽等汉人帮助下，兴建城郭、开垦土地。",“胡人司”,“汉儿司”,“蕃儿司”,“夷儿司”,,,B
第七章,测试题,单选题,,** 安史之乱后，唐朝包容开放的“天下观”有所( )。,完全封闭,收缩内敛,更加开放,没有变化,,,B
第七章,测试题,多选题,,* 通过陆上、海上、( )、( )，( )、( )以及营州—渤海道等四通八达的道路系统，建立起以中原为核心，辐射周边族群以至东 亚、中亚与西亚的庞大贸易网络。,草原,西南丝路,茶马古道,唐蕃古道,,,ABCD
第七章,测试题,多选题,,** 唐朝前期采用南朝旧县名的主要目的是( )。,照顾到南方百姓的情感,加强对新附州县的管理,增加税收收入,扩大领土范围,,,AB
第七章,测试题,多选题,,* 中原王朝在直接统辖的地方实行( );通过授予周边族群( )，将其纳入统一的政治体系;在藩属地区实行( )或( )。,州(郡)县制,政权首领官职,羁縻藩臣,舅甥式管理模式,,,ABCD
第七章,测试题,多选题,,** 渤海在政治制度上全面模仿唐朝政治制度，设立了( )。,三省六部一台九寺五监,中枢管理机构,五京,十五府、六十二州,,,ABCD
第七章,测试题,多选题,,** 在处理与周边部族政权关系中，隋唐形成了维持天下秩序的多种制度，这彰 显了( )，维系了( )，有力地夯筑了( )。,大一统体系的包容性,巩固大一统体制的多元平衡机制,中华民族共同体的一体性和统一性,各地区民族交流交融,,,ABC
第七章,测试题,多选题,,** 隋唐的科举制的发挥的作用( )。,打破了门阀士族对人才的垄断,打破了门阀士族对人才的限制,拓展了国家起用人才的途径,促进各族人才参与国家治理,,,ABCD
第七章,测试题,多选题,,** ( )和( )的推行极大地推动了北方内迁各族从游牧向农耕转化。,均田制,租庸调制,府兵制,两税法,,,AB
第七章,测试题,多选题,,** 大运河的开凿不仅推动了( )，也促进了( ),北方社会经济发展,陆路丝绸之路的兴起,南方社会经济发展,海上丝绸之路的兴起,,,CD
第七章,测试题,多选题,,* 下列属于“兼爱华夷”的族群观和“以德化之”的思想( )。,“何隔华戎，务均安靖”,“抚和戎夏，人得欢心”,“虽云异域，何殊一家”,“礼法并用、德主刑辅”,,,ABC
第七章,测试题,多选题,,* 隋唐时期，族际通婚与族群迁徙频繁，族群的自由流动与和平共处、风 俗习惯相互涵化，加速了( )，巩固了( )。,边疆地区的文明进程,统一多民族国家的基础,边疆地区的经济发展,各民族交往融合,,,AB
第七章,测试题,多选题,,* 在此之后200多年的时间里，虽然唐蕃关系存在( )、( )、( )、( )、( )等多种状态，但和亲会盟、舅甥友好是历史主流。,和亲,会盟,毁盟,争战,再会盟,,ABCDE
第七章,测试题,多选题,,** 640年唐朝重新统一西域后在( )、( )、( )实行了同中原地区一样的州、县、乡、里制度。,西州,伊州,庭州,沙洲,,,ABC
第七章,测试题,多选题,,* 各族交往交流交融在政治上主要表现为( )、( )、( )和( )，呈现出“多族群大一统”的特征。,天下共主,农牧一体,华夷一家,胡汉无差,,,ABCD
第七章,测试题,判断题,,"* 开元二十六年(738),唐朝对皮逻阁云南王的册封，标志着南诏国历史的 正式开始，自此南诏从唐朝统治下的地方势力，转变成奉唐朝正朔的藩属国。",,,,,,,对
第七章,测试题,判断题,,* 唐代完备的法律制度体系由此兼收并蓄，广采博取，成为中华多族群法律文 化精华的集大成者，架构出唐王朝治下所有族群所共同遵守的法律话语体系，这 一体系所承载的中华民族特有的法律文化观念，成为联结中华各族群的紧密纽带。,,,,,,,对
